Crop,N,P,K,temperature,ph,soil_humidity,air_humidity,light_intensity,light_duration,co2,o2
23,1.0969758622114598,-0.6769971404834528,-0.2501295175355363,-0.8290821861451845,0.04632773235057166,0.0962396231037041,0.7722098682495583,-0.13202431424125635,0.8125189071294642,-0.7633959652949643,0.30439836577036705
23,1.5409277577051905,-0.1714272980580974,-0.29978536673787376,-0.6639785749474608,0.8240259879640265,-1.4870734830319192,0.6916875265937286,0.3229614954263031,-1.7084587909003939,0.31756431799030393,0.46226460043385686
23,0.8920749873681993,-0.26622164351285155,-0.22530159293436758,-0.4352446306132309,1.9897655752866767,-0.09025750360849404,0.7874244162363033,-1.6399225766734937,1.3617066120077441,-0.4653274519225649,0.7214407146926533
23,1.0969758622114598,-0.8981839465445458,-0.3246132913390425,0.21103893565801332,0.7401748809931425,0.0037896638627794013,0.6839715512761433,1.1756019168929912,1.0993551599318694,0.9271368240610718,1.1938445451671726
23,1.5409277577051905,-0.6769971404834528,-0.27495744213670503,-0.9680223819863741,1.6820437419120853,0.34696702305373284,0.7531750332844551,0.5641776890945923,1.5330169347167066,-1.3249122031397018,-0.7311652903578278
23,1.26772659124751,-0.8349877162413765,-0.27495744213670503,-0.42531126031174316,0.8754119323965773,-0.6271108375968049,0.83762731553153,0.5317988190622844,0.7458240856737524,-0.7002004757341158,1.4131261598762286
23,-0.5080809907274132,-0.26622164351285155,-0.37426914054137994,-0.4900410126437094,-1.1195118869025253,-0.6182550196226645,0.8026692178673083,0.7688305738543944,-0.5631839768127438,-0.19036921145649055,-0.7418207254999217
23,-0.7471320113778837,-0.32941787381602095,-0.3246132913390425,-0.9406690082730532,-1.0936111931775399,-0.9097175297650328,0.8148531665911907,1.3658128834796681,-1.0184311285248773,0.1784261677965206,-0.42934290767034433
23,-0.13242938684810254,-0.2978197586644363,-0.37426914054137994,-0.15508732499454767,0.31136043764132065,-0.43911868055956377,0.8455259092460233,-0.6045031081261081,0.4610896738274666,-0.29768155545449543,0.292089736906966
23,-1.2593841984860346,-0.1714272980580974,-0.37426914054137994,-0.3945553528105965,-0.19599019352146616,-0.09467814079583943,0.8215098926297917,-0.2505933707444586,-0.7631371008381403,0.6111903840643242,1.6960737400285582
23,0.1066216338023679,-0.32941787381602095,-0.3246132913390425,0.21773762504820654,-1.5767876824033933,-0.9844709160311623,0.744212640068631,0.46519946429431985,1.2014128741445482,-1.4707960841687908,-1.3534754715578023
23,0.9603752789826195,-0.550604679877114,-0.27495744213670503,-0.25460690530615776,1.4994476732894806,0.7871359699495574,0.7457951232952649,1.2727944074901199,0.06550573469870585,-0.6510642791174706,-1.4209968001805788
23,-1.0203331778355642,-0.1714272980580974,-0.22530159293436758,0.2684449141539406,-1.9800691546327625,-0.5090677258458325,0.7188235265220044,-0.15526530811685557,1.0864613448438336,0.6657526747295688,1.1142622036101846
23,-1.0203331778355642,-0.23462352836126682,-0.4239249897437174,-0.24793504308930672,0.7459195774616949,1.350622095565946,0.7747994231818576,-1.5686942641602095,-1.560941530280564,1.5368249254791393,-0.17099721067070173
23,0.14077177960957798,-0.4242122192707751,-0.39909706514254867,0.05807153507816088,0.6931141734106043,1.6682384109446575,0.7081549381884886,-1.4484700694941095,0.9395324371343304,-1.5909550813079145,-0.5446577290815402
23,-0.7129818655706737,-0.4874084495739445,-0.3494412159402112,-0.19842202567086378,0.8301339510950468,0.1965694643110847,0.6907599620220569,-1.321633613297682,-0.6349587705043344,-0.40347011605270305,1.1693890082571687
23,0.07247148799515785,-0.8033896010897917,-0.29978536673787376,-0.697963229981759,-0.3227256004950583,-0.5801282515808622,0.8097955645513719,1.6089621915653702,-0.29068186011316105,1.3393710357381439,1.0988830000942753
23,-0.6105314281490435,-0.8981839465445458,-0.3494412159402112,-0.2889101351091977,0.7263083457650248,0.7838325268683132,0.6964016301430657,-0.6197130073373067,-0.2757523203661997,0.05425605382221927,-1.5075938668229765
23,0.07247148799515785,-0.8033896010897917,-0.4239249897437174,-0.6464081554876495,-0.7516314574718513,-0.3333283027034152,0.6855952099245545,1.6697540577279804,-1.3874138122072355,-0.4478973337343745,0.41388772955176517
23,-1.3276844901004548,-0.8981839465445458,-0.3246132913390425,-0.32866679189369474,-0.8969671834432743,-1.1972031544157462,0.8480321847277266,-1.1403940435740927,-0.4548175068474335,-0.2540075302562862,-0.9567104814484502
23,-1.1569337610644044,-0.5822027950286986,-0.4239249897437174,-0.7465417097581978,-0.041613743026038416,-1.112016036195154,0.6991087225189807,1.1843592784681918,-0.8357082294249831,0.9183903178197211,-0.0010682625434363419
23,-0.2690299700769428,-0.7401933707866223,-0.2501295175355363,-0.03616495680802554,-2.036031632913592,-0.041431267444607726,0.825524185282137,0.11875640353702491,1.1675392592505782,0.16117488763939058,-1.6025917957339924
23,0.37982280026004844,-0.13982918290651267,-0.29978536673787376,-0.6311317086580033,-0.66632140218461,-1.4508580057389617,0.7229854528630923,0.709421651859355,0.5509010093964659,-0.2584719941241381,-0.6649424230846925
23,1.2335764454403,-0.7085952556350376,-0.2501295175355363,-0.7970534754254133,-0.31549117251819725,-1.0456854392564428,0.8045341454654817,1.2702421539993074,0.2233800644430393,1.4452983438219889,0.07205192750449704
23,0.7213242583321491,-0.5190065647255293,-0.39909706514254867,-0.3463914513812133,1.3143632281016369,0.9093225970506782,0.7401514683092153,-0.6020891913239795,0.7648256349065605,-1.1472450456724308,1.2203822600583434
23,-0.7129818655706737,-0.32941787381602095,-0.29978536673787376,-0.05133110693881411,1.90068748203184,-0.36098083042335294,0.7014590656938319,0.018480401851408052,1.2205288510329915,-0.4299414705322805,-0.667889116691288
23,-0.6105314281490435,-0.13982918290651267,-0.2501295175355363,0.1866038794337376,-0.2682987196757396,1.6195729349326564,0.869868694116644,1.5576562056204193,-1.550987291277503,0.5813572764195228,1.1910651795218006
23,-0.371480407498573,-0.4242122192707751,-0.29978536673787376,-0.15261348073624884,0.8717880177846411,-0.0021901268294958623,0.7024682515234117,-1.6412875425483824,-0.10525402639841555,0.062261010570667207,-0.7695554564538143
23,-0.06412909523368242,-0.45581033442235985,-0.22530159293436758,-0.848356348910405,-0.32884294784166873,-0.6637793362545098,0.8915748516675006,-0.09502135963817862,1.3907635989310332,1.6060724674873088,0.0014472430911896205
23,-1.3618346359076647,-0.3926141041191904,-0.4487529143448861,-0.5655314717346802,-0.6217441138249884,0.15250434894048936,0.7072131368891752,-0.5369810113971399,-0.3338387264082523,-0.31763149240608846,1.3046699834335278
23,0.9603752789826195,-0.20302541320968212,-0.29978536673787376,-0.7240208232332611,-0.9394380809177503,0.5635294398743638,0.9129129904307504,0.40423502480530676,-0.13299870397043828,1.1192662152410398,1.0517916203577495
23,1.3018767370547202,-0.8981839465445458,-0.3246132913390425,-0.5881927481775179,-0.16527263294597566,-0.0010493555580971842,0.6922438368448592,-0.4791770500146521,0.7236689669094596,0.07740289916134327,-0.48881565953052325
23,0.4139729460672585,-0.8349877162413765,-0.3494412159402112,-0.15287101826385324,-0.15546898055981462,0.3756562472422537,0.807330995055696,-0.10546977685893785,-1.2041007237472408,1.7343544302034857,-0.6436607015066685
23,0.8920749873681993,-0.32941787381602095,-0.37426914054137994,-0.9426463487087634,-2.116936734205184,-0.5966688069101188,0.7548054443078227,-0.9170220682134016,-1.7302780784189569,-1.3994459870663407,0.022919390070703222
23,-1.1569337610644044,-0.2978197586644363,-0.22530159293436758,0.07096838401367525,-0.4675364513162838,-0.3903987720800845,0.8621483121017564,0.5547435129527856,-1.0203985379982248,1.6152335582962465,1.5221082108705624
23,0.17492192541678803,-0.26622164351285155,-0.27495744213670503,0.26743344463862667,-0.7563878319566245,0.37674728048041833,0.779163325142689,1.3296336100443042,0.6160557074051702,1.1818641167249497,-0.7991483338549529
23,0.8579248415609894,-0.20302541320968212,-0.4487529143448861,0.2604272854057952,-0.7422766211467242,-0.6500090520518813,0.7327211470615947,-0.5289413419008645,-0.8810679636161847,-1.6178485924357289,-0.03774829055560159
23,0.24322221703120817,-0.771791485938207,-0.4239249897437174,-0.2760489031249557,-1.3221176944696242,0.5354691658094061,0.8272165010495485,-1.207178516363898,-0.08896057338235917,-0.7255885853667559,1.375060220093702
23,-0.30318011588415283,-0.6453990253318681,-0.22530159293436758,-0.8031867718962676,1.373604640254277,-1.173346897821814,0.8176342547393672,0.8372961953800205,0.3764273180021199,-1.5199220933080337,-0.2474346623766868
23,0.9262251331754094,-0.6138009101802834,-0.29978536673787376,-0.21864588483049574,-1.290185782679204,1.5282133255454213,0.8547852409492767,-1.4968637324485168,-0.9819542811887474,-0.8815415714155893,0.5259181645696258
23,-0.5080809907274132,-0.6769971404834528,-0.4239249897437174,-0.4766023689885254,-0.05972985713681255,0.035540829852063915,0.7752931278083083,-1.4672491876329403,-0.4397168318685239,1.2598126241279255,-1.1940523911537555
23,0.03832134218794778,-0.5822027950286986,-0.2501295175355363,0.05138911660122702,-1.360660974351246,-0.6237797717815128,0.8452009130475245,-0.46676027099022616,-1.52575184876468,-1.4217388405083475,-1.6639861925610975
23,-0.4397806991129931,-0.10823106775492797,-0.4239249897437174,0.04531826240138693,0.6291180319539331,-0.006979987538889644,0.6833366912030691,-0.26718795247744587,-1.2085706924193935,-1.2264617576630312,1.0544038860824918
23,-0.952032886221144,-0.7401933707866223,-0.3246132913390425,-0.2820971508018857,-0.2901298292085901,-0.7867741639919524,0.9066859960786566,-0.5021383423844819,0.6647214435726346,-1.568335722560145,-1.6222731846778833
23,0.37982280026004844,-0.36101598896760567,-0.20047366833319885,0.17812984211530616,1.0946220928402755,-0.5857317291105965,0.7896359946133654,-0.3087315094540828,-1.0549642239837203,1.2633656660686703,0.6081562422535478
23,-0.5422311365346233,-0.8981839465445458,-0.37426914054137994,-0.08439066286953473,-0.48951589307708027,-0.09676974829655552,0.7015532851017836,-0.9209627047194666,-1.3135544740096197,1.1851379492727565,-0.41390915603898654
23,0.1066216338023679,-0.45581033442235985,-0.27495744213670503,-0.0729916258289409,-1.8380903952578669,0.81770062724034,0.890708426851382,-0.4843626814321846,-1.473308478690002,-1.4871592484259948,-1.429330225054797
23,0.14077177960957798,-0.771791485938207,-0.37426914054137994,-0.391374359610812,1.9052453869695656,-1.3405740462214908,0.8960851003758371,1.4058727689367263,-1.3705612554251592,-0.6896002478652498,1.6290235720334323
23,-0.8837325946067239,-0.6453990253318681,-0.3494412159402112,-0.6832891591269704,0.8598982733114086,-1.7092719563141672,0.7103439372054535,1.1906375597416452,0.3145648036790779,-0.3877093847151989,0.26518808069148947
23,-0.09827924104089247,-0.26622164351285155,-0.20047366833319885,-0.13292419837235897,1.8301317113836149,0.045427173773797,0.6961839796747282,-0.8000272366212249,1.700247370959803,0.46757527238917923,1.4984000327949856
23,-0.6105314281490435,-0.8665858313929612,-0.2501295175355363,-0.35614043468151013,-1.7220694618518935,-1.5649605589780575,0.8229391365578376,1.3872237089466133,-1.2195349681625536,-0.7083412288487101,1.6424604604619468
23,-0.33733026169136293,-0.10823106775492797,-0.3494412159402112,-0.9837336225401554,0.4289263628977766,0.42664945359970974,0.693032457690853,1.4710212262852367,-1.1477137783709612,0.996737289462192,-1.520688511056046
23,1.677528340934031,-0.23462352836126682,-0.27495744213670503,-0.2771729919017056,1.324943181983507,-0.9084979160074925,0.7828778767418915,0.4767779515203798,0.6834649094133824,1.5715348413165244,0.2749988374530305
23,-0.7471320113778837,-0.10823106775492797,-0.2501295175355363,-0.6266225229219808,-1.1814767736923932,0.41110136748759274,0.7672552755698713,0.6085012173838095,1.2503520626920326,0.18338622030928042,-0.7241880958980387
23,-1.7033360939797655,-0.36101598896760567,-0.4239249897437174,0.1624880393242958,-1.3483336263341377,0.708914419322851,0.8599282595276131,1.0563042731743144,1.082701726734424,-0.04721609673872112,0.3508626670145026
23,-0.23487982426973272,-0.8033896010897917,-0.3494412159402112,-0.35325819754409227,-0.372053323539373,1.6742745905331708,0.9057254738508741,0.05821546047907335,-0.9402008134822424,0.8592122698241629,-0.7190679518864452
23,0.3115225086456283,-0.2978197586644363,-0.37426914054137994,0.056159092935344726,0.9434565337502616,-0.5890762591789565,0.8424159372842925,-1.677521515182081,0.4829015622098287,-1.5257653828369278,1.7396207311256242
23,0.24322221703120817,-0.8665858313929612,-0.20047366833319885,-0.16851219824478716,-0.7564066948548982,0.15807659182419487,0.7938142971621021,1.2126768655526785,-1.364465190206157,-0.31204107148795934,-0.9456560992456843
23,0.8920749873681993,-0.550604679877114,-0.3246132913390425,-0.9402148610964982,1.1126724767483989,-0.8040709147734332,0.7779890414968756,-1.7409912814107373,-1.3783662351263306,-0.19405276205134797,1.3992936190853478
23,-0.2690299700769428,-0.26622164351285155,-0.4487529143448861,-0.6726219906563907,0.04445659213810091,-0.8455291254571422,0.6878288758492274,0.5149115312658322,1.4055315921372422,-0.4070982374552083,1.400091582479246
23,1.2335764454403,-0.7401933707866223,-0.37426914054137994,-0.91532533331542,1.6297492682150638,1.5188085969863716,0.7820309072240559,-0.20915319989270809,-1.4356927873902425,0.8956102473712327,1.4242365049022012
23,-1.0886334694499844,-0.1714272980580974,-0.20047366833319885,0.07464904698727252,-0.865845841449542,-0.8696367311580179,0.8447152305142626,0.3274338581415918,0.8867026606716705,0.7130777491316826,-1.4116209006455565
23,1.6092280493196107,-0.1714272980580974,-0.37426914054137994,-0.8781154062506321,0.6704135785891004,-0.5600239560954108,0.8569236775280962,0.8359575058307164,-0.7604400729942155,0.9251217808194065,-0.2854461880385527
23,-1.0544833236427742,-0.8665858313929612,-0.27495744213670503,-0.650890840284179,0.6904837023521756,-0.8843614505945958,0.711265288099505,1.1596982397201898,1.4521487293898636,-0.5223905970357835,-0.8807641692397857
23,1.5750779035124007,-0.5190065647255293,-0.27495744213670503,-0.9766376248073314,-1.0637481848234582,1.5830423733962287,0.8338492292221887,-1.44746953542599,0.18866405732256833,0.9586381595240284,1.5697685467432385
23,-1.395984781714875,-0.7085952556350376,-0.4239249897437174,-0.16581222388133365,0.38883181709742076,1.7430780608378071,0.8078811911399054,-1.4507435705075014,0.194543753352073,0.11107044749063144,1.207909792745146
23,-0.30318011588415283,-0.2978197586644363,-0.39909706514254867,-0.780196924212233,-1.2735456456681358,0.349749060428897,0.6924235794782797,0.18273512605105666,1.277545525768235,0.09207275471750277,-0.7457651547742207
23,0.14077177960957798,-0.13982918290651267,-0.4487529143448861,0.0805656593058045,0.6911035343699663,1.6692483975561523,0.7774005041321139,0.9544455673286543,-0.881541426156145,-0.6985639615744788,-1.124849800136795
23,0.24322221703120817,-0.550604679877114,-0.29978536673787376,-0.3172093200683556,-2.1203776631531315,-1.1546958584379314,0.6900769196345029,1.6984925698939797,-1.5957046641650838,0.8416764431401997,-0.18221231919798359
23,1.4726274660907706,-0.23462352836126682,-0.39909706514254867,-0.35601110891048143,-0.15643219609720496,1.2828405213261298,0.7036113199071621,0.5177373826242307,0.9700613807149242,-1.557274637719153,-0.9628044534692948
23,0.004171196380737716,-0.36101598896760567,-0.29978536673787376,-0.06967068016119041,0.5948849555746286,0.6381894424275033,0.8625857123314241,1.1625016984016465,-0.5349992737564828,1.6382614476190864,-1.220137760581404
23,1.1652761538258798,-0.5822027950286986,-0.37426914054137994,-0.4865057443118453,1.2052580749976425,-0.20769216201681961,0.7802445854225931,1.2341840843538987,-0.9923759329630605,1.1251712871308521,-0.8202676904957145
23,-1.464285073329295,-0.6769971404834528,-0.39909706514254867,-0.08889025436461098,0.16976485277854023,0.5105520390870104,0.8122763810821553,-0.5411344276410814,0.9243717475013243,-0.8816737408582191,1.5841496885759438
23,0.24322221703120817,-0.6453990253318681,-0.27495744213670503,-0.746778657481236,1.1810247675942835,-0.34620743434532814,0.8200735743522722,-1.5124260704088879,0.12550758952563904,-0.24560882587665772,-1.393375513293379
23,1.3360268828619302,-0.2978197586644363,-0.4239249897437174,0.1746264668494636,0.8034467403483501,-1.1933743589771428,0.8949931058578093,-1.0986764020693591,0.3540394549659827,-1.5339796538939552,-1.2203926682662245
23,1.6433781951268207,-0.8665858313929612,-0.20047366833319885,-0.5790397904136161,0.6801266559273982,0.5275436209718666,0.7653199599406543,-1.5574798479039627,1.0837393849310022,0.3064552950695383,-0.36331181258979683
23,1.1652761538258798,-0.5190065647255293,-0.22530159293436758,0.255456334191384,2.030847873361579,1.723433167243028,0.7618389173704412,1.0352641455326275,-1.5170078171170394,0.7062944270601356,0.5577515197128181
23,0.17492192541678803,-0.8981839465445458,-0.37426914054137994,-0.08588662301663755,-2.130307886909246,-0.755946497325602,0.7710868775843696,1.143007513926853,-0.4095450502306329,1.1151726728798703,0.15886795161655468
23,-1.1227836152571944,-0.8665858313929612,-0.39909706514254867,0.2839507979136733,-0.4868349765914948,0.764154843426973,0.7462602095061355,-1.119835253779805,-0.4555938654496903,0.10574066314021434,-1.6617383542088655
23,0.5505735292960987,-0.7085952556350376,-0.37426914054137994,-0.49567166431047244,1.530325500919992,-0.24357288785766726,0.8547845946081567,1.6820976311452798,1.2199871356979746,-0.7540437452198983,-0.6205787921703178
23,1.26772659124751,-0.20302541320968212,-0.2501295175355363,0.1364467522044797,-1.110591910215585,-1.580233351367421,0.6945654482193452,0.8924895986777949,1.4859849431305059,0.22665080665967952,0.6467305843062765
23,-0.5080809907274132,-0.5822027950286986,-0.4487529143448861,0.014312292947160308,-1.0356532414576967,-0.09636446969714065,0.817376323488701,-0.5719586249261385,-1.2909108823947215,-0.8548488925271861,0.7403793095747613
